請求月,利用日,アカウントID,アカウント名,サービスコード,サービス名,利用タイプ,リージョン,リソースID,利用量,単位,コスト_円,部門,システム,環境
2025-10,2025-10-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-fd500ad95a5d,3361.4,GB,47060,EC事業部,ECサイト,本番
2025-10,2025-10-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-b4d068975c34,5270.0,時間,26350,EC事業部,ECサイト,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-bd2801c823b4,4633.3,GB-月,13900,EC事業部,ECサイト,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-b8713bb4863f,169.4,メトリクス,8130,EC事業部,ECサイト,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-576e1f442659,11772.5,時間,188360,製造部門,生産管理システム,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-87c149a5529e,2462.5,時間,68950,製造部門,生産管理システム,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-98292be191a9,3650.0,GB-月,47450,製造部門,生産管理システム,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-ccbb8505a995,343.3,メトリクス,16480,製造部門,生産管理システム,本番
2025-10,2025-10-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-8d32d728bf40,2631.7,GB-月,15790,製造部門,生産管理システム,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-ea595f7d8b2f,5779.4,時間,92470,営業部門,顧客管理(CRM),本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-35e79365bd29,1321.8,時間,37010,営業部門,顧客管理(CRM),本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-45f42d028870,1602.3,GB-月,20830,営業部門,顧客管理(CRM),本番
2025-10,2025-10-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-4aa24517263b,1027.1,GB,14380,営業部門,顧客管理(CRM),本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-afecbd4809b5,188.8,メトリクス,9060,営業部門,顧客管理(CRM),本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-8d08b6a0923b,2933.3,GB-月,8800,営業部門,顧客管理(CRM),本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-509585ee4c9d,4590.0,時間,73440,経営企画部門,データ分析基盤,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-b1f13c96c7e9,14636.7,GB-月,43910,経営企画部門,データ分析基盤,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d48e4c539bf3,1322.3,GB-月,17190,経営企画部門,データ分析基盤,本番
2025-10,2025-10-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-6c0ca7247c02,1015.7,GB,14220,経営企画部門,データ分析基盤,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-6dda8b18fe31,646.8,時間,18110,経営企画部門,データ分析基盤,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-4b2fdf91136e,250.4,メトリクス,12020,経営企画部門,データ分析基盤,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-fa07cef6c9f3,4792.5,時間,76680,管理部門,社内ポータル・グループウェア,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-b219a86e80ba,1720.8,GB-月,22370,管理部門,社内ポータル・グループウェア,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-7a30e5b3780b,515.0,時間,14420,管理部門,社内ポータル・グループウェア,本番
2025-10,2025-10-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-eb3103928700,2260.0,時間,11300,管理部門,社内ポータル・グループウェア,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-a74b98144e35,207.5,メトリクス,9960,管理部門,社内ポータル・グループウェア,本番
2025-10,2025-10-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-3b70a77e73d5,2280.0,GB-月,6840,管理部門,社内ポータル・グループウェア,本番
2025-10,2025-10-01,444455556666,開発アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-2fe1a486b200,12981.9,時間,207710,開発部門,開発・検証環境,開発
2025-10,2025-10-01,444455556666,開発アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-5a1f1beb20e4,4973.8,GB-月,64660,開発部門,開発・検証環境,開発
2025-10,2025-10-01,444455556666,開発アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-5e2379cea750,947.1,時間,26520,開発部門,開発・検証環境,開発
2025-10,2025-10-01,444455556666,開発アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-1fae9926cade,266.5,メトリクス,12790,開発部門,開発・検証環境,開発
2025-10,2025-10-01,444455556666,開発アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-809104da2c0a,3193.3,GB-月,9580,開発部門,開発・検証環境,開発
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-5d4e7eacd3d4,10501.9,時間,168030,管理部門,ERP基幹システム,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-b82588652c47,2310.0,時間,64680,管理部門,ERP基幹システム,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-c9346574db46,2388.5,GB-月,31050,管理部門,ERP基幹システム,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-f1a74376fb95,346.0,メトリクス,16610,管理部門,ERP基幹システム,本番
2025-11,2025-11-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-f32c7227d7a8,5511.7,GB-月,33070,管理部門,ERP基幹システム,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-592e648b9ba0,7316.2,時間,117060,EC事業部,ECサイト,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-da6219ad37ae,1519.3,時間,42540,EC事業部,ECサイト,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d7aa8da513fd,2277.7,GB-月,29610,EC事業部,ECサイト,本番
2025-11,2025-11-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-fd500ad95a5d,3232.9,GB,45260,EC事業部,ECサイト,本番
2025-11,2025-11-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-b4d068975c34,5048.0,時間,25240,EC事業部,ECサイト,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-bd2801c823b4,5063.3,GB-月,15190,EC事業部,ECサイト,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-b8713bb4863f,183.3,メトリクス,8800,EC事業部,ECサイト,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-576e1f442659,11518.1,時間,184290,製造部門,生産管理システム,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-87c149a5529e,2468.2,時間,69110,製造部門,生産管理システム,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-98292be191a9,3996.2,GB-月,51950,製造部門,生産管理システム,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-ccbb8505a995,339.2,メトリクス,16280,製造部門,生産管理システム,本番
2025-11,2025-11-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-8d32d728bf40,2686.7,GB-月,16120,製造部門,生産管理システム,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-ea595f7d8b2f,5648.1,時間,90370,営業部門,顧客管理(CRM),本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-35e79365bd29,1290.0,時間,36120,営業部門,顧客管理(CRM),本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-45f42d028870,1674.6,GB-月,21770,営業部門,顧客管理(CRM),本番
2025-11,2025-11-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-4aa24517263b,1063.6,GB,14890,営業部門,顧客管理(CRM),本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-afecbd4809b5,192.9,メトリクス,9260,営業部門,顧客管理(CRM),本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-8d08b6a0923b,3180.0,GB-月,9540,営業部門,顧客管理(CRM),本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-509585ee4c9d,4463.1,時間,71410,経営企画部門,データ分析基盤,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-b1f13c96c7e9,15350.0,GB-月,46050,経営企画部門,データ分析基盤,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d48e4c539bf3,1407.7,GB-月,18300,経営企画部門,データ分析基盤,本番
2025-11,2025-11-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-6c0ca7247c02,1101.4,GB,15420,経営企画部門,データ分析基盤,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-6dda8b18fe31,647.5,時間,18130,経営企画部門,データ分析基盤,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-4b2fdf91136e,262.9,メトリクス,12620,経営企画部門,データ分析基盤,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-fa07cef6c9f3,4883.8,時間,78140,管理部門,社内ポータル・グループウェア,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-b219a86e80ba,1634.6,GB-月,21250,管理部門,社内ポータル・グループウェア,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-7a30e5b3780b,498.6,時間,13960,管理部門,社内ポータル・グループウェア,本番
2025-11,2025-11-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-eb3103928700,2228.0,時間,11140,管理部門,社内ポータル・グループウェア,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-a74b98144e35,217.1,メトリクス,10420,管理部門,社内ポータル・グループウェア,本番
2025-11,2025-11-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-3b70a77e73d5,2366.7,GB-月,7100,管理部門,社内ポータル・グループウェア,本番
2025-11,2025-11-01,444455556666,開発アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-2fe1a486b200,14092.5,時間,225480,開発部門,開発・検証環境,開発
2025-11,2025-11-01,444455556666,開発アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-5a1f1beb20e4,5176.9,GB-月,67300,開発部門,開発・検証環境,開発
2025-11,2025-11-01,444455556666,開発アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-5e2379cea750,913.6,時間,25580,開発部門,開発・検証環境,開発
2025-11,2025-11-01,444455556666,開発アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-1fae9926cade,292.9,メトリクス,14060,開発部門,開発・検証環境,開発
2025-11,2025-11-01,444455556666,開発アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-809104da2c0a,3460.0,GB-月,10380,開発部門,開発・検証環境,開発
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-5d4e7eacd3d4,11486.9,時間,183790,管理部門,ERP基幹システム,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-b82588652c47,2377.1,時間,66560,管理部門,ERP基幹システム,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-c9346574db46,2540.8,GB-月,33030,管理部門,ERP基幹システム,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-f1a74376fb95,321.5,メトリクス,15430,管理部門,ERP基幹システム,本番
2025-12,2025-12-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-f32c7227d7a8,5311.7,GB-月,31870,管理部門,ERP基幹システム,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-592e648b9ba0,10673.8,時間,170780,EC事業部,ECサイト,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-da6219ad37ae,2220.4,時間,62170,EC事業部,ECサイト,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d7aa8da513fd,3077.7,GB-月,40010,EC事業部,ECサイト,本番
2025-12,2025-12-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-fd500ad95a5d,4726.4,GB,66170,EC事業部,ECサイト,本番
2025-12,2025-12-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-b4d068975c34,7900.0,時間,39500,EC事業部,ECサイト,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-bd2801c823b4,6813.3,GB-月,20440,EC事業部,ECサイト,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-b8713bb4863f,269.0,メトリクス,12910,EC事業部,ECサイト,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-576e1f442659,10779.4,時間,172470,製造部門,生産管理システム,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-87c149a5529e,2232.5,時間,62510,製造部門,生産管理システム,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-98292be191a9,3800.8,GB-月,49410,製造部門,生産管理システム,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-ccbb8505a995,344.4,メトリクス,16530,製造部門,生産管理システム,本番
2025-12,2025-12-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-8d32d728bf40,2640.0,GB-月,15840,製造部門,生産管理システム,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-ea595f7d8b2f,5867.5,時間,93880,営業部門,顧客管理(CRM),本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-35e79365bd29,1267.1,時間,35480,営業部門,顧客管理(CRM),本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-45f42d028870,1661.5,GB-月,21600,営業部門,顧客管理(CRM),本番
2025-12,2025-12-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-4aa24517263b,1099.3,GB,15390,営業部門,顧客管理(CRM),本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-afecbd4809b5,192.9,メトリクス,9260,営業部門,顧客管理(CRM),本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-8d08b6a0923b,3076.7,GB-月,9230,営業部門,顧客管理(CRM),本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-509585ee4c9d,4995.6,時間,79930,経営企画部門,データ分析基盤,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-b1f13c96c7e9,15530.0,GB-月,46590,経営企画部門,データ分析基盤,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d48e4c539bf3,1512.3,GB-月,19660,経営企画部門,データ分析基盤,本番
2025-12,2025-12-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-6c0ca7247c02,1114.3,GB,15600,経営企画部門,データ分析基盤,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-6dda8b18fe31,721.1,時間,20190,経営企画部門,データ分析基盤,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-4b2fdf91136e,274.6,メトリクス,13180,経営企画部門,データ分析基盤,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-fa07cef6c9f3,5160.0,時間,82560,管理部門,社内ポータル・グループウェア,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-b219a86e80ba,1586.2,GB-月,20620,管理部門,社内ポータル・グループウェア,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-7a30e5b3780b,496.4,時間,13900,管理部門,社内ポータル・グループウェア,本番
2025-12,2025-12-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-eb3103928700,2318.0,時間,11590,管理部門,社内ポータル・グループウェア,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-a74b98144e35,212.9,メトリクス,10220,管理部門,社内ポータル・グループウェア,本番
2025-12,2025-12-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-3b70a77e73d5,2330.0,GB-月,6990,管理部門,社内ポータル・グループウェア,本番
2025-12,2025-12-01,444455556666,開発アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-2fe1a486b200,13326.2,時間,213220,開発部門,開発・検証環境,開発
2025-12,2025-12-01,444455556666,開発アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-5a1f1beb20e4,5450.8,GB-月,70860,開発部門,開発・検証環境,開発
2025-12,2025-12-01,444455556666,開発アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-5e2379cea750,949.6,時間,26590,開発部門,開発・検証環境,開発
2025-12,2025-12-01,444455556666,開発アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-1fae9926cade,286.9,メトリクス,13770,開発部門,開発・検証環境,開発
2025-12,2025-12-01,444455556666,開発アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-809104da2c0a,3450.0,GB-月,10350,開発部門,開発・検証環境,開発
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-5d4e7eacd3d4,10883.8,時間,174140,管理部門,ERP基幹システム,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-b82588652c47,2298.9,時間,64370,管理部門,ERP基幹システム,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-c9346574db46,2460.8,GB-月,31990,管理部門,ERP基幹システム,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-f1a74376fb95,346.9,メトリクス,16650,管理部門,ERP基幹システム,本番
2026-01,2026-01-01,111122223333,本番アカウント,AWSBackup,AWS Backup,Backup:VolumeStorage,ap-northeast-1 (東京),bk-f32c7227d7a8,5163.3,GB-月,30980,管理部門,ERP基幹システム,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-592e648b9ba0,8227.5,時間,131640,EC事業部,ECサイト,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-da6219ad37ae,1600.7,時間,44820,EC事業部,ECサイト,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-d7aa8da513fd,2335.4,GB-月,30360,EC事業部,ECサイト,本番
2026-01,2026-01-01,111122223333,本番アカウント,AWSDataTransfer,データ転送,DataTransfer-Out-Bytes,ap-northeast-1 (東京),dt-fd500ad95a5d,3566.4,GB,49930,EC事業部,ECサイト,本番
2026-01,2026-01-01,111122223333,本番アカウント,AWSELB,Elastic Load Balancing,LoadBalancerUsage,ap-northeast-1 (東京),elb-b4d068975c34,5412.0,時間,27060,EC事業部,ECサイト,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonS3,Amazon S3,TimedStorage-ByteHrs,ap-northeast-1 (東京),s3-bd2801c823b4,5020.0,GB-月,15060,EC事業部,ECサイト,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-b8713bb4863f,196.7,メトリクス,9440,EC事業部,ECサイト,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEC2,Amazon EC2,BoxUsage:m6i.large,ap-northeast-1 (東京),i-576e1f442659,9378.1,時間,150050,製造部門,生産管理システム,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonRDS,Amazon RDS,InstanceUsage:db.m6i.large,ap-northeast-1 (東京),db-87c149a5529e,2027.1,時間,56760,製造部門,生産管理システム,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonEBS,Amazon EBS,EBS:VolumeUsage.gp3,ap-northeast-1 (東京),vol-98292be191a9,3452.3,GB-月,44880,製造部門,生産管理システム,本番
2026-01,2026-01-01,111122223333,本番アカウント,AmazonCloudWatch,Amazon CloudWatch,MetricMonitorUsage,ap-northeast-1 (東京),cw-ccbb8505a995,311.7,メトリクス,14960,製造部門,生産管理システム,本番
